username,full_text,topic,predicted_label,probability_emotion
Wandhyi__,Kita itu sebagai supporter harus siap kalah dan menang jangan kalo kalah langsung ngebully ada yang buat kesalahan langsung marah2 ini gimana perasaanya kalo menang SENANG KAAAN #TimNasDay,0,Joy,0.30856987833976746
tamaracollins11,selamat pagi indonesia Anang Syifa Adrian Towel #TimnasDay Anak SMP Ernando Nathan FIFA https://t.co/8O5qnh2pXv,3,Neutral,0.5174680352210999
dk_is_mylovely,@berliachannn semoga pertandingan yang lainnya kita bisa menang juga yaa aamiin #TimNasDay,1,Neutral,0.2502644956111908
latarterkemban4,@LylySophie1 @ernestprakasa Waah TERBONGKAR Astaghfirullah #IndonesiaEmas2045 ? #TimNasDay,0,Love,0.2550305724143982
PelangisLot27,SITUS BOLA ONLINE TERLENGKAP Menyediakan berbagai layanan mudah proses M1X P4RL4Y M1N B3T 5K #bolaonline #pelangislot #jadwalbola #timnasday https://t.co/uZVy2VhmYu,8,Neutral,0.37768837809562683
pulautoto88,Hasil Keluaran Angka OHIO EVENING 12 Juni 2024 Result : 4964 Shio : Kerbau Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultohio #TimnasDay,6,Neutral,0.24311164021492004
Nurstoryjujur,mantap SCTV &amp; Indosiar keren nih tayangan bolanya no cut no edit dan iklan nya bisa di kondisikan gak ke tetangga sebelah iklan sagede gaban depan layar bikin gak mood Semangat #TimnasDay strong trs no bikin loyo ,1,Anger,0.46555405855178833
yollaamanda45,Prediksi SYDNEY rabu 12/06/2024 https://t.co/5hW90Rz5YM Anang bersama Tuchel pergi HERE WE GO menghadiri rapat Erik Ten Hag membahas Anak SMP bersama club Aston Villa dan Juventus #antiblokir #togelsydney #fyp #google #angkajitu #TimNasDay https://t.co/sQwTdwpbX4,3,Sad,0.7302484512329102
RizkiRismaya,Cek TAS ANAK RANSEL SEKOLAH PREMIUM TEBAL 5344 DAPAT GANTUNGAN dengan harga Rp76.250. Dapatkan di Shopee sekarang! https://t.co/pElAxwoA2v #TimnasDay #ransel #jajanjajan #RacunShopee https://t.co/JAzXxEh0sB,1,Neutral,0.8922376036643982
Nurstoryjujur,sok sing bisa Jadi Juara lamun bisa jadi juara #TimnasDay lewih ti kitu ramenage ,1,Anger,0.373724102973938
imas13654710,Adeknya nonton masa kakanya ngak ya ga nay‍️‍️ #timnasday https://t.co/j4vYWSfOfq,0,Neutral,0.5825616121292114
HatiEki,yg punya ide nyanyiin lagu kebyar kebyar siapa ya ? knp gak lagu kebangsaan sih #TimnasDay,0,Joy,0.9400475025177002
summerrain_d,Modal NIK e-KTP dan KK Saldo DANA Gratis Rp700.000 Bisa Cair dari Kartu Prakerja Gelombang 70 Cek Informasinya di Sini https://t.co/UbVfJNCI1x Anang #TimnasDay Arhan Rumput GBK KISS OF LIFE Terong Lepas Struick Hot Mess Syifa Anak SMP McDonald Robby Purba Ngerusak Tolol,3,Neutral,0.6374766230583191
pulautoto88,Hasil Keluaran Angka OREGON 06 12 Juni 2024 Result : 2933 Shio : Monyet Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultoregon #TimnasDay,1,Anger,0.30814096331596375
jidatloe,SANCHEZ VS FERNANDEZ 2 Pukulan Bikin Lumpuh Lawan. #boxing #tinjudunia ... https://t.co/wMKUzomCpK via @YouTube Bukan Anak SMP bukan Canelo #TimNasDay oke #Boxing #tinjuDunia,0,Anger,0.7169891595840454
mediansports,Jadwal dan Daftar 18 Negara Peserta Putaran Ketiga Kualifikasi Piala Dunia 2026 #TimnasDay https://t.co/5kUxt9DuVo,7,Love,0.30467087030410767
umay_siddiq,Yang ngasi ide ke anang untuk nyanyi di stadion semalam siapa? Wkwkwkw #TimnasDay,3,Anger,0.6121326088905334
mht0gel,Anang Ngerusak Syifa Anak SMP Lepas Arab Saudi Round 3 #TimnasDay https://t.co/OttDW52BNh,3,Sad,0.8696503639221191
_jonijono_,Sebelum otw kerja adakah binor lonte anak SMA ustazah yang sange mau call sambil dilecehin? Yuk langsung aja ke tele Id ; cokicokijos #anaksmp #ngerusak #syifa #TimNasDay #chatseks #chatsekscerita #pejuhin #moan #chatsekskasar #lonte #sange,0,Joy,0.32777127623558044
imambukhori_79,Anang Towel Ngerusak Rumput GBK #TimNasDay,3,Anger,0.3314785361289978
maiorem28,Congratulations for your epic win guys. Senangnya sampai 'g bisa tidur semalam. Btw ini yg ngengolin siapa yg dibocil²in siapa... #timnasday https://t.co/tQ4131KMlU,0,Joy,0.8999725580215454
banyu4dofficial, Bukti kemenangan '' pagi pagi jackpot happy bersama Banyu4d sebesar 111.275.000 #TimnasDay #bayarpakaibrimo #GalaxyZFlip5 #TheAstronautHasLanded #WelcomeBackJin #Verdonk #Adrian #Ernando #RECOMMENDED4BO #banyu4d #Banyu4d #situsgacor #slotgacor https://t.co/GYwHkwb80Y,1,Anger,0.5471364259719849
zslya,Ternyata bener jangan pake baju merah. Mending baju putih aja tandingnya #TimNasDay,1,Anger,0.324516624212265
kapucinosenja,Instagram Anang dan Ashanty Diserang Usai Bernyanyi di GBK pada Laga Indonesia Vs Filipina Warganet: Ngerusak Momen Wae! https://t.co/fMueJVbunq #TimNasDay Anang Ashanty Thom Haye Rizky Ridho Viral,4,Anger,0.263363778591156
sportlive_tv,Jadwal Badminton Australian Open 2024 Day 2 | Babak 32 besar Mulai jam 06.00 WIB #AustralianOpenSuper500 #AustralianOpen2024 #TimnasDay Komang Ayu Chico Rehan Lisa Ester Nurumi https://t.co/Cvamrc2thv,1,Neutral,0.9202691912651062
pulautoto88,Hasil Keluaran Angka OREGON 03 12 Juni 2024 Result : 0760 Shio : Ular Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultoregon #TimnasDay,0,Anger,0.26934880018234253
bintantodaycom,Hasil Pertandingan Indonesia vs Filipina Skuad Garuda Ukir Sejarah Baru #TimnasDay https://t.co/XKPCkjc4Py,1,Neutral,0.283047616481781
znnbraveheart,Minum anang karaoke #TimNasDay,3,Sad,0.4766521155834198
summerrain_d,Selamat Kamu Menang Saldo DANA Gratis Rp150.000 Segera Klaim DANA Kaget Rabu 12 Juni 2024 https://t.co/L298aBk6MZ KIM SEOKJIN IS BACK Polwan #TimnasDay Arhan Rumput GBK KISS OF LIFE Terong Lepas Struick Hot Mess Habib Rizieq Syifa Anak SMP McDonald Robby Purba Ngerusak Tolol,4,Neutral,0.6503890752792358
brotherfillah24,🇮🇩 Indonesia membawa ASEAN! Satu-satunya negara Asia Tenggara di babak ketiga kualifikasi Piala Dunia 2026! #WC2026 #TimNasDay https://t.co/p0wlNakP3e,2,Love,0.8159441351890564
summerrain_d,Selamat Kamu Menang Saldo DANA Gratis Rp150.000 Segera Klaim DANA Kaget Rabu 12 Juni 2024 https://t.co/L298aBk6MZ CAPTAIN TAEHYUNG Polwan #TimnasDay Arhan Rumput GBK KISS OF LIFE Terong Lepas Struick Hot Mess Habib Rizieq Kyungsoo #LoveSeaEP1 McDonald Robby Purba Judol Tolol,4,Joy,0.737789511680603
nusantara1928,terima kasih semua terima kasih prof #TimnasDay,0,Joy,0.9531645774841309
beaarxiong,Hari ini mauresmo main lagi gaaa? semoga main dan nge gol#TimnasDay,1,Neutral,0.29755279421806335
CoffeeAzzahrah,Identitas Azzahrah selain kue tradisional serta kopi khasnya juga bapak-bapak yang nongki habis subuh ada bapak ta disini? #GalaxyZFlip5 #TimNasDay #mafsNZ #SewingBee https://t.co/VFApUImJ64,0,Sad,0.4246000349521637
bsipserealia,Good Morning Agang Sereal! ️ Siapa nih yang bangun tidur auto senyum-senyum sendiri? 🇮🇩️ #KitaGaruda #TimnasDay #TimnasIndonesiaMandiri,1,Joy,0.42044585943222046
Wage_Esuk,Masih ada waktu beberapa bulan lagi ayo tambah amunisi Pak @erickthohir untuk benteng terahir Kiper dan ujung Tombol Striker karena R 3 sangat berat sekali rank mereka juga jauh diatas Indonesia. Semangat Kita Bisa Piala Dunia #TimNasDay #Idzes #TomHaye,2,Joy,0.9275872111320496
YZhong72907,Nah loh kejagung kan harusnya denger hasil BPK #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/6CvDy8GG8q,0,Anger,0.30544260144233704
yugioloh,Kayanya ada main2 nih #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/YfbcU7uhX3,0,Fear,0.5038657784461975
Mejamerah4,Harus dibuka ini kejanggalan #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/j60uy2Xvdl,8,Neutral,0.8505836129188538
PerdanaUrsan,Harus dibuka ini kejanggalan #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/wdqNZTAbfY,0,Neutral,0.8505836129188538
riatotok646,Mau gmna Indonesia maju kalau pejabatnya aja selish begini #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/nWy5ZI3Fa8,0,Neutral,0.3593674302101135
akabarfaisall, Info slot gacor hari ini Slot server thailand Garansi kekalahan 100% Situs deposit 10k Event scatter hitam LINK GACOR : https://t.co/DjDQZ0M9Q9 Towel Adrian Jay Idzes Nathan Syifa Verdonk Thailand #TimnasDay FIFA #SLOTPGWALLET #slottergacor #situsgacor https://t.co/rhnhO9RjpB,9,Neutral,0.5818520188331604
bungkikal99,hey @SCTV @PSSI NO MORE SHOW LIKE THAT AGAIN OKAY? after match itu yah Indonesia Pusaka apa pulak ada konser macam tuh #TimnasDay,1,Joy,0.3433915972709656
yyyyooooiiiiiii,Ten hag stay Indonesia lolos ke ronde 3 kualifikasi pildun plus lolos piala Asia 2027 and besok ujian hari terakhir Hari ini hari yg mana syaa allah ️ : @FabrizioRomano #timnasday #ggmu #tenhag https://t.co/nUX08PnBX5,0,Joy,0.8142995834350586
akabarfaisall, Info slot gacor hari ini Slot server thailand Garansi kekalahan 100% Situs deposit 10k Event scatter hitam &gt;&gt; https://t.co/VZXasgd6Eb Anang Adrian Thailand Verdonk #TimnasDay Syifa Nathan Jay Idzes #SLOTPGWALLET #situsgacor #slotgacorhariini #slothoki #rtpslot https://t.co/Tzfmi9H42U,3,Neutral,0.3499496877193451
Z50814Zuko,@kegblgnunfaedh Gara -gara anang and friends apaan sih... Merusak moment waktu yg di tunggu pemain dan supporter harusnya cukup nyanyiin sakral lagu tanah airku udah bikin kita seneng kok.. karena itu adalah perayaan sederhana yg paling ditunggu... #TimNasDay #timnasgaruda #indonesia,3,Joy,0.8895750045776367
luarlapangan_id,Qatar akhirnya menang berkat gol kemenangan Ahmed Al-Rawi (85'). India tersingkir menyakitkan sebab di laga lain Kuwait menang 1-0 atas Afghanistan. #TimnasDay,1,Anger,0.38932347297668457
desta_auto,Forsale : Ertiga GL 2018 MT km 50rb an record kondisi sangat baik garansi kredit TDP 12jt Pamulang call 081545830209 Thailand #GodMorningTuesday #TimNasDay Anang https://t.co/uSvJZR92FZ,3,Neutral,0.3253799080848694
desta_auto,Forsale : Innova 2.0 G AT 2014 km 90rb an record guaranteed! kredit tdp 17jt an Pamulang call : 081545830209 #GodMorningTuesday #TimNasDay Thailand Anang Towel https://t.co/ioS5ff0uPS,3,Neutral,0.5221993327140808
NurAishwa2022,@OPPOIndonesia GARUDA DI DADAKU KU YAKIN HARI INI PASTI MENANG. SEMANGAT BERJUANG LAH . KITA BISA #TimnasDay,1,Joy,0.8027498722076416
luarlapangan_id,Drawing digelar di markas AFC Kuala Lumpur pada 27 Juni 2024. 18 tim dibagi ke tiga grup berisikan enam tim. Juara grup dan runner-up lolos otomatis ke Piala Dunia 2026. Peringkat tiga dan empat main lagi di babak keempat. Peringkat lima dan enam gugur. #TimnasDay,2,Anger,0.33230891823768616
GanSamsul,PERTANDINGAN PORTUGAL VS IRELAND NONTON FULL -&gt; https://t.co/MX9MXzMdrb #NOBAR #NONTONBOLA #PORTUGAL #CRZ #RONALDO #TimnasDay #AnangPaes #AsianQualifiers #KitaGaruda #TimnasDay #TimnasIndonesiaMandiri #BeyondExcellence #vivoXisback #vivoX100Series #vivoXFold3Pro #ceksinii.net https://t.co/F59HzAzldt,3,Anger,0.330340176820755
awandongeng,@Riweh_Banget Dari pelatih STY kita bisa belajar semuanya bukan tentang hasil akhir melainkan proses. Dulu tahunya kudu juara Piala AFF rebutan sama Vietnam Malaysia Myanmar atau Thai. King Indo naik kelas Levelnya Asia cuy. Bangga ma king Indo #TimNasDay,0,Joy,0.5562167167663574
SharlyAnita2201,malam pagii kebangun tidur syifa kiss of life #lepas rindu (jangan lupa follow ya) https://t.co/OyI95f1Rh9 #TimNasDay #IndonesiaJuara #IndonesiaEmas2045 #rabu #malam #towel,0,Anger,0.3198757767677307
AngelAmelia881, Seseorang yang berani membuang satu jam waktunya tidak mengetahui nilai dari kehidupan Charles Darwin #SkandalSekdaMuba #TimnasDay Towel FIFA Anang Ngerusak Paes Anak SMP Syifa Thom Haye BABY MONSTER Panitianya Rizky Ridho,4,Anger,0.5229337215423584
katapakrt62,Akhirnya Saksi Kunci Kasus Vina Cirebon Liga Akbar Buka Masker Biar Gak dianggap Bohong kayak Aep. ~ Skenario Iptu Rudiana #TimnasDay Verdonk Ernando Syifa Towel Ronde 3 Nathan Filipina Thailand Anak SMP https://t.co/OM9o66t0ST,2,Anger,0.6701861023902893
GanSamsul,SAKSIKAN PERTANDINGAN PORTUGAL VS IRELAND LINK NONTON FULL ANTI TAKE DOWN SUARA JERNIH -&gt; https://t.co/MX9MXzMdrb #NOBAR #NONTONBOLA #PORTUGAL #CRZ #BOLAMALAMINI #RONALDO #TimnasDay #AnangPaes #AsianQualifiers #KitaGaruda #TimnasDay #TimnasIndonesiaMandiri https://t.co/3eJakIP9Br,3,Neutral,0.3919799029827118
chimmy_9895,Serruu yaahh skrg banyaak cwe² yang up ttg #TimnasDay,1,Anger,0.6745812296867371
UmarrrYoo,gimana indonesia mau maju kalau pejabatnya begini #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/AfM3wxpwa6,9,Anger,0.31092292070388794
UmarrrYoo,harus rombak besar-besaran nih kejagung #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/pCGRxxsazu,9,Joy,0.34383121132850647
UmarrrYoo,yang jelas revisi UU kejagung #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/WgjjFKN4k9,8,Love,0.3410399258136749
walawe77577266,harus dibuka ini kejanggalan nya #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/OF65CfIYNi,0,Neutral,0.8505836129188538
walawe77577266,kaya gak ada orang pinter lainnya aja di negeri ini #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/Aasui8UbYZ,9,Love,0.4341490864753723
walawe77577266,jelas bahaya negara ini kalau kejaksaannya begini #timah #babel #kejagungarogan #kejagungoverbody #savebabel #timnasday #300t #ekonomibabel #tni #BUMN #Baktiuntuknegeri #kejagungri https://t.co/oFvZlSRwQv,0,Love,0.5261191725730896
skrmvnla_,INDONESIA FULL SENYUM MENYALA TIMNASKU #TimnasDay https://t.co/dfXKKBqc5U,0,Sad,0.46286091208457947
bartpattern_,@hastoro @Lingocoins Aneh emang Panitia tuh #PSSI ngaco. malah Karaokean di saat #TimNasDay udah nungguin mau selebrasi.,1,Anger,0.27864956855773926
caraguruh_,Abis #TimnasDay tinggal nyeger #TimnasDay https://t.co/alkZM2IDf2,8,Joy,0.31151360273361206
MWRWahyuu,Assalamualaikum Piala Asia #TimnasDay https://t.co/W141VttqNq,1,Neutral,0.2947603464126587
Sunflieseilfnus,Terbayar sudah hari ini! love u cayang-cayang ku kalian semua hebat banget!!️‍️‍️‍ #TimnasDay https://t.co/vRih5GVr9J,0,Joy,0.25670093297958374
Diiyouue30,masihh kuranggg ayoo lagiii indonesiaa #TimnasDay https://t.co/vATWwm1lOk,0,Joy,0.5269773602485657
Rizkiajahlaah,Tidur nyenyak hari ini. Timnas Putra dan Putri Menang 🇮🇩 #TimnasDay https://t.co/MCnfoLxVzk,1,Joy,0.4713774025440216
dompetaman,Malaysia Vietnam Thailand minggir. Level timnas gak cuman Asean lagi. Sudah terbiasa Asia minimal. #TimNasDay,1,Anger,0.2879607081413269
sunmorikuy_,gue nonton di tribun gue akuin tom haye smooth banget bawa bola nyaa. ngehindarin bola pindah ke kaki lawan. bener2 smooth banget woii #timnasday,9,Joy,0.437377393245697
pulautoto88,Hasil Keluaran Angka NEWTON POOLS 12 Juni 2024 Result : 0593 Shio : MONYET Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultnewton #TimnasDay,0,Anger,0.29450657963752747
thisiseiden,Ngantuk banget tapi belum bisa move on daro #TimNasDay padahal besok ada meeting xixixi,0,Fear,0.5132816433906555
lovadea_,Zion Kaos Polos Pria Cotton Combed 24s 33ribuan https://t.co/rHD1RtrRf9 #TimNasDay https://t.co/huaCMCGGAN,4,Neutral,0.2902076244354248
pulautoto88,Hasil Keluaran Angka KYOTO POOLS 12 Juni 2024 Result : 7099 Shio : HARIMAU Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultkyoto #TimnasDay,2,Neutral,0.26344895362854004
lovadea_,Kaos Polos Pria Cotton Combed 30s 30ribuan https://t.co/XPAEXxD753 #TimNasDay https://t.co/3SQXKk0EA6,0,Neutral,0.27866458892822266
pulautoto88,Hasil Keluaran Angka KENTUCKY MIDDAY 12 Juni 2024 Result : 2825 Shio : NAGA Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultkentucky #TimnasDay,2,Anger,0.2733222544193268
pulautoto88,Hasil Keluaran Angka TOTO MACAU PAGI 12 Juni 2024 Result : 6941 Shio : TIKUS Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resulttotomacau #TimnasDay,0,Anger,0.36462241411209106
adicabcde,assist by nathan goal by ridho. Good job boys! pov dr tribun atas tapi tetap menyala abangkuhhhh #TimnasDay https://t.co/sDQdKUQE6U,0,Neutral,0.4381258487701416
_oyemivoz,Keseruan hari iniii‍️ 🇮🇩 Indonesia 2 - 0 Filipina 🇵🇭 #TimnasDay #KitaGaruda https://t.co/8rcMtpWFIZ,0,Love,0.4666082262992859
CibugelBoys,Nanya . Emang boleh ? #TimNasDay #garuda #indonesia https://t.co/NxJfc42Zj9,0,Joy,0.30602890253067017
majo_lahraga,International Women Friendly Match: FT: Bahrain 🇧🇭 vs Indonesia 🇮🇩 0-3 Gol: 🇮🇩: Claudia Scheunemann '56 Zahra Muzdalifah '70 Citra Ramadhani '90+2 Semangat terus untuk skuad Garuda Pertiwi. : PSSI #FriendlyMatch #GarudaPertiwi #TimnasIndonesia #TimnasDay #SalamOlahraga https://t.co/qWiAp9k40s,0,Joy,0.5606700778007507
Dinxyx_20,Alhamdulillah malam kemenangan 🇮🇩 Terimakasih pemain timnas #TimnasDay,1,Joy,0.2762989401817322
14ant13,Ga bisa tidur .. masih menikmati moment. Indahnya malam ini #TimNasDay,1,Neutral,0.39550718665122986
piexieby,@OPPOIndonesia Dukungan dari seluruh ultras dan masyarakat tak pernah kendor buat abangda timnas terima kasih juga udah kasih yang terbaik untuk usahanya tapi jangan berhenti sampai sini tetap lanjutkan mentalitas kalian semangaattt gass terus sampe PILDUN #TimnasDay,1,Joy,0.9330589771270752
occktyv,say thank you buat diri kalian sendiri yaa... #TimnasDay https://t.co/WdM0v2UHSA,0,Love,0.9894010424613953
janerubyjeen,Menyala Rizky Ridho #TimNasDay https://t.co/azC7NxjHnA,8,Joy,0.3162727952003479
muhawowy,Goal Rizky Ridho mentahan no commentary #TimnasDay #JayIdzes #ThomHaye #RizkyRidho https://t.co/QwVrgwZ706,4,Neutral,0.3156990110874176
DzakyWicaksono,Malam yang asyik. Kemenangan yang manis. 🇮🇩 #TimnasDay Nyetadion tercapek kayaknya kali ini sampe mau muntah. https://t.co/9cBjAxNoTV,0,Anger,0.4911295175552368
BongNal08,anang #TimNasDay #tanahairku,3,Joy,0.31272074580192566
Afzon_Dakka,@tdyprs Biar gak salah faham Jay itu ada kembarannya di Pondok Ranggon. Pindahan dari Kandang Sapi Kuningan Timur #SekedarMengingatkan #JasMerah #TimNasDay,1,Neutral,0.27620527148246765
Alfirafirara,MALEM INI SUPPEEEEER HAPPY! Been a long time ga nonton ke stadium langsung euphorianya gilaaaak dari gol pertama-kedua. DUHH CINTAAAKK Berikut beberapa dokumentasi malam ini di GBK: #TimnasDay 🇮🇩 https://t.co/WTA6R4Sm3I,0,Fear,0.9000788331031799
natureboystrut,TIMNAS LOLOS! GBK BERGEMURUH! Indonesia vs Filipina 2-0 FIFA World Cup Q... https://t.co/J720WTS2cv via @YouTube #TimnasDay,1,Joy,0.7136519551277161
Puspit52064Nita,Garuda Luar Biasa Merinding nyanyiin lagu ini bareng 64.000 orang lebih. #TimNasDay #kitagaruda https://t.co/1Z7ClvFmDw,0,Joy,0.442533940076828
mimbarmerd1508,Tak Disorot Kamera TV Anang Kembalikan Momen Sakral Timnas Indonesia Sempat Diteriaki Booooo oleh Suporter #TimNasDay #timnas https://t.co/CtFC1rgKSB,3,Joy,0.29536712169647217
cochocpie,@SiaranBolaLive masih ga nyangka ko bisa ada INDONESIA di R3 WCQ2026 MENYALA INDONESIA KUUUU #TimnasDay,7,Sad,0.38843807578086853
aksara_rembulan,Gw lihat live pertandingan Timnas Wanita Indo vs bahrain. Posturnya jomplang sekali ternyata.. Bagusan fisik dan skill pemain indo ternyata. Harusnya sih menang besar ini. Udah 2-0 sejauh ini di game ke 2 #TimnasDay,1,Neutral,0.4131090044975281
halimahnlt,Kepala Staf Kepresidenan Dukung Konsorsium Anak Muda Kaltim Berkolaborasi Bangun IKN syifa anang lepas ngerusak towel filipina rumput ernando adrian thom haye verdonk king indo round 3 indonesia pusaka #TimNasDay https://t.co/TDtMhIREIf,4,Neutral,0.49979445338249207
baeklighttt,#TimnasDay Terbang yang lebih Tinggi Garuda ku Terimakasih Timnas Terimakasih ya https://t.co/EnRSWFGTZp,0,Joy,0.49478092789649963
Drambollfc,Yeahh Garuda Terbang Tinggi #TimNasDay #Timnasindonesia #Garudamendunia #KitaGaruda #Drambollfc,0,Neutral,0.2791760563850403
spntdisso,#TimNasDay Happy hari ini timnas kita MENAAANGGG️‍️‍️‍️‍️‍ https://t.co/Mpo6op0yp3,0,Joy,0.29686060547828674
eibisidio,@sepatu_johnson mau min buat sekolah adek adekku pas SMP juga pake sepatu johnson #timnasday #sepatujohnson #johnsonindonesia,2,Neutral,0.8768935799598694
babumiki26,I was so impressed by Bang Jay tadi sempet kesorot kamera dia lagi ngajak temen2 timnas sama Filipina buat nutupin ernando + pemain Filipina yg lagi ditangani medis dari kamera media Nathan Hubner kalian geser dikit. Hari ini Bang Jay no 1 #TimNasDay,2,Anger,0.32756832242012024
evelzef,GACOR PARAH #TimnasDay https://t.co/mfzroRwGJh,0,Fear,0.7708490490913391
amidunmaulana,Nyeleneh dan aneh memang penyelenggara kali ini. Efek pindah dari yg biasanya ke yang biasa goyangkah? #TimNasDay,0,Anger,0.40521439909935
crm8l,gue dan temen temen gue nonton timnas menang di depan mata kita langsung!!!! GILAAK #TimNasDay,0,Joy,0.40924739837646484
KabarViralID_,Bangga! #timnasday #indonesia #indonesiavsfilipina #calvinverdonk #jayidzes #nathan #nathantjaoen #arhanpratama #shaynepattynama #sandywalsh https://t.co/rMCUM9Rzul,1,Joy,0.3189917802810669
amidunmaulana,Dilanjut menyapa dan bermyanyi kembali diarea La Grande Indonesia. #TimNasDay https://t.co/G2SpyMTkIF,4,Neutral,0.5387908816337585
amidunmaulana,Para pemain pelatih dan staff berjalan kepinggir lapangan menyapa dan bernyanyi bersama di area ultras garuda yg diikuti semua suporter. Pahlawan harus tersingkir kepinggir oleh artis ibu kota . #TimNasDay https://t.co/j9xwAymAU2,0,Neutral,0.2617579400539398
pisiiwayy,assist dari anak sholeh untuk anak sholeh️‍ #TimnasDay https://t.co/onzD2bM1ll,1,Sad,0.9947054982185364
pulautoto88,Hasil Keluaran Angka Dili Midnight 12 Juni 2024 Result : 5277 Shio : Tikus Selamat Kepada Anda Yang Beruntung &amp; JP !! #PULAUTOTO #resultdilimidnight #TimnasDay,2,Neutral,0.24768850207328796
Ilhamuhammaad,Just enjoy every moment toh mereka lolos ke RD3 juga baru pertama kali dan mereka pasti ngasih yang terbaik di setiap match nya jadi apapun hasilnya mereka pasti dapetin banyak ilmu dan hal lain buat mereka bawa kedepannya. #TimnasDay 🇮🇩 @TimnasIndonesia,2,Anger,0.371470183134079
myshadowsidee,tidur nyenyak #TimnasDay,0,Love,0.29648923873901367
HiraAmayu,BILANGIN WITAN KITA TEMBUS RONDE KETIGA #TimnasDay https://t.co/8f6jZ8QITb,0,Neutral,0.27208444476127625
IndonesiaD91522,@kaisar888ofc_ Cuma enak emak yg bisa menghentikan Judol dengan membakar suami masing 2 #TimNasDay,1,Joy,0.3190549612045288
PartyPolitica,Selamat untuk #TimNasDay Semangat untuk mas anang,3,Joy,0.9300875067710876
Japadd7,Prediksi Grup Ronde 3 Kualifikasi Piala Dunia Zona Asia. 1. Korsel 🇰🇷 2. Australia 🇦🇺 3. UEA 🇦🇪 4. Jordan 🇯🇴 5. Kirgistan 🇰🇬 6. Indonesia 🇮🇩 #TimNasDay #ThomHaye,4,Joy,0.6105561852455139
antiteorix,@SandyWalsh_ Makasih Sandy #Timnasday,0,Joy,0.6865300536155701
amidunmaulana,Anang &amp; friends diteriakin dan terpaksa harus menghentikan penampilannya dengan teriakan cemoohan dan rasa kecewa dari para suporter. #TimNasDay https://t.co/GEYNuGgYQt,3,Anger,0.3094768524169922
Rohan_BW,Sakitnya sampe sini . . ___________ Syifa ernando ronde 3 verdonk towel arhan ngerusak Adrian anang #TimNasDay https://t.co/bDt1jgpBxd,3,Sad,0.3444550037384033
cixichop,gini loh maksud ai #TimnasDay https://t.co/FKIrJ5hksH,1,Anger,0.31381797790527344
LiliAngelica6,Sebenernya apa sih yg sedang Israel cari? . . ______________ Syifa ernando ronde 3 verdonk towel arhan ngerusak Adrian anang #TimNasDay https://t.co/W2GIr8DoRb,3,Anger,0.32195132970809937
amidunmaulana,Saking kecewanya suporter ditengah anang &amp; friends tampil dengan lagu keduanya dg kompak suporter bergemuruh bernyanyi bersama membawakan lagu indonesia pusaka yg sudah sangat identik dibawakan disetiap akhir laga #TimNasDay https://t.co/6Ygv7cmYtB,3,Joy,0.9904296398162842
ulfabinada,Keliatan siapa yang paling nasionalis malam ini Anang supporter atau pemain #TimnasDay,3,Anger,0.4397423267364502
Uzumaki_Niriti,Apresiasi buat @Indosiar yg tetap nayangin after match sampe lagu Tanah Airku dinyanyikan bersama tanpa jeda iklan. Mengobati penonton dirumah yg heran karena Anang &amp; Friends. Plis lah PSSI/panitia Jangan ada konser/karaoke after match. Lagu Nasional lebih greget. #TimNasDay,3,Joy,0.8984572887420654
